name	id	firstAuthor	title	subtitle	normalizedGenre	yearNormalized	size	libretto	averageClustering	density	averagePathLength	maxDegreeIds	averageDegree	diameter	yearPremiered	yearPrinted	maxDegree	numOfSpeakers	numOfSpeakersFemale	numOfSpeakersMale	numOfSpeakersUnknown	numPersonGroups	numConnectedComponents	yearWritten	numOfSegments	wikipediaLinkCount	numOfActs	wordCountText	wordCountSp	wordCountStage	numOfP	numOfL
kaiser-die-koralle	ger000545	Kaiser	Die Koralle	Schauspiel in fünf Akten		1917	18	false	0.843382562	0.464052288	1.535947712	milliardaer	7.888888889	2	1917	1917	17	18	4	14	0		1		5	0	5	15503	14710	2362	882	0
kaiser-die-schule-des-armen	ger000093	Kaiser	Die Schule des Armen oder Zwei Millionen	Original-Charakterbild mit Gesang in vier Akten		1847	33	false	0.88428564	0.255681818	1.787878788	christoph	8.181818182	3	1847	1848	30	33	4	28	1		1		41	0	4	21939	21189	2766	828	162
kaiser-stadt-und-land	ger000021	Kaiser	Stadt und Land oder Der Viehhändler aus Oberösterreich	Posse mit Gesang in drei Aufzügen	Comedy	1844	15	false	0.893847634	0.695238095	1.304761905	sebastian	9.733333333	2	1844	1845	14	15	4	11	0		1		38	0	3	16976	16365	2259	842	110
kleist-amphitryon	ger000437	Kleist	Amphitryon	Ein Lustspiel nach Molière	Comedy	1807	15	false	0.918392718	0.752380952	1.247619048	amphitryon|sosias	10.53333333	2	1899	1807	14	15	2	12	1		1	1803	22	1	3	18226	18050	363	0	2598
kleist-das-kaethchen-von-heilbronn	ger000208	Kleist	Das Käthchen von Heilbronn oder die Feuerprobe	Ein großes historisches Ritterschauspiel		1810	61	false	0.833714561	0.168306011	2.010734463	der_graf_vom_strahl	10.09836066	3	1810	1810	46	61	8	43	10		2	1807/1808	53	5	5	26015	24965	2703	447	1600
kleist-der-zerbrochene-krug	ger000363	Kleist	Der zerbrochne Krug	Ein Lustspiel	Comedy	1808	13	false	0.838311688	0.641025641	1.358974359	licht|adam|walter	7.692307692	2	1808	1811	11	13	5	7	1		1	1803/1806	13	12	0	16601	16417	381	0	2395
kleist-die-familie-schroffenstein	ger000049	Kleist	Die Familie Schroffenstein	Ein Trauerspiel in fünf Aufzügen	Tragedy	1803	29	false	0.86626177	0.428571429	1.600985222	eustache	12	3	1804	1803	24	29	7	21	1		1	1802	13	2	5	23425	23027	1593	0	3513
kleist-die-hermannsschlacht	ger000078	Kleist	Die Hermannsschlacht	Ein Drama		1808	84	false	0.81020646	0.109868044	2.583476764	hermann	9.119047619	4	1860	1821	44	84	7	70	7		1	1808	53	3	5	22130	21182	2201	0	2872
kleist-penthesilea	ger000152	Kleist	Penthesilea	Ein Lustspiel nach Molière	Comedy	1808	84	false	0.893170644	0.140275387	2.28313253	prothoe	11.64285714	5	1876	1808	55	84	61	22	1		1	1806/1807	24	4	0	24821	24478	1736	0	3491
kleist-prinz-friedrich-von-homburg	ger000362	Kleist	Prinz Friedrich von Homburg	Ein Schauspiel		1810	43	false	0.836574004	0.222591362	1.858237548	der_prinz_von_homburg	9.348837209	3	1821	1821	31	43	6	35	2		2	1809/1810	36	5	5	18573	17631	2920	0	2118
klinger-das-leidende-weib	ger000497	Klinger	Das leidende Weib	Ein Trauerspiel	Tragedy	1775	27	false	0.693126421	0.256410256	2.162393162	franz	6.666666667	4		1775	13	27	9	16	2		1		33	0	5	16076	15789	444	732	8
klinger-die-neue-arria	ger000103	Klinger	Die neue Arria	Ein Schauspiel		1776	19	false	0.792785285	0.350877193	1.783625731	julio|solina	6.315789474	3		1776	13	19	6	13	0		1	1775	17	0	5	23726	23512	744	811	48
klinger-die-zwillinge	ger000190	Klinger	Die Zwillinge	Ein Trauerspiel in fünf Aufzügen	Tragedy	1776	8	false	0.875	0.75	1.25	grimaldi	5.25	2	1776	1776	7	8	2	5	1		1		21	2	5	17733	17498	462	637	16
klinger-prinz-seiden-wurm-der-reformator	ger000498	Klinger	Prinz Seiden-Wurm der Reformator oder die Kron-Kompetenten	Ein moralisches Drama aus dem fünften Theil des Orpheus		1780	34	false	0.880546397	0.420677362	1.91087344	prinz_seiden-wurm|minister_bim	13.88235294	4		1780	22	34	4	26	4		1	1779	34	0	5	14127	13614	900	393	91
klinger-simsone-grisaldo	ger000443	Klinger	Simsone Grisaldo	Ein Schauspiel in fünf Akten		1776	20	false	0.823506795	0.494736842	1.542105263	grisaldo	9.4	3		1776	18	20	4	16	0		1		16	0	5	26778	26499	1049	917	10
klinger-sturm-und-drang	ger000053	Klinger	Sturm und Drang	Ein Schauspiel		1777	13	false	0.781413031	0.641025641	1.397435897	wild	7.692307692	3	1777	1777	11	13	5	8	0		1	1776	37	4	5	17747	17417	923	782	0
kotzebue-der-freimaurer	ger000487	Kotzebue	Der Freimaurer	Lustspiel in Einem Act	Comedy	1817	4	false	0.833333333	0.833333333	1.166666667	karoline|graf	2.5	2	1817	1818	3	4	1	3	0		1		10	0	0	4531	4463	73	0	572
kotzebue-der-hyperboreische-esel	ger000188	Kotzebue	Der Hyperboreische Esel. oder Die heutige Bildung	Ein drastisches Drama und philosophisches Lustspiel für Jünglinge / In einem Aufzuge	Comedy	1799	6	false	1	1	1	several characters	5	1	1799	1799	5	6	2	4	0		1		12	0	0	7212	5612	242	321	0
kotzebue-der-schutzgeist	ger000485	Kotzebue	Der Schutzgeist	Eine dramatische Legende in sechs Akten nebst einem Vorspiel		1814	28	false	0.655380334	0.142857143	2.502645503	adelheid	3.857142857	5	1814	1814	16	28	5	21	2		1		52	0	7	24976	24124	1776	0	3404
kotzebue-der-wirrwarr	ger000494	Kotzebue	Der Wirrwarr. oder der Muthwillige	Eine Posse in fünf Akten	Comedy	1801	10	false	0.792063492	0.622222222	1.377777778	fritz	5.6	2	1801	1803	9	10	4	6	0		1		50	0	5	18601	18022	1608	1343	0
kotzebue-die-beiden-klingsberg	ger000281	Kotzebue	Die beiden Klingsberg	Ein Lustspiel in vier Akten	Comedy	1801	13	false	0.73993229	0.461538462	1.564102564	graf	5.538461538	3		1801	11	13	6	7	0		1		54	0	4	20117	19587	1520	1280	4
kotzebue-die-deutschen-kleinstaedter	ger000225	Kotzebue	Die deutschen Kleinstädter	Ein Lustspiel in vier Akten	Comedy	1802	13	false	0.863736264	0.666666667	1.333333333	frau_staar	8	2	1802	1803	12	13	5	7	1		1		53	1	4	18025	17479	1058	1160	21
kotzebue-die-indianer-in-england	ger000057	Kotzebue	Die Indianer in England	Lustspiel in drei Aufzügen	Comedy	1789	14	false	0.915007215	0.747252747	1.263736264	liddy|kaberdar|samuel	9.714285714	3	1789	1790	12	14	3	11	0		1	1788	43	0	3	23188	22649	1891	1153	0
kotzebue-die-spanier-in-peru	ger000490	Kotzebue	Die Spanier in Peru. oder: Rollas Tod	Ein romantisches Trauerspiel in fünf Aufzügen	Tragedy	1794	49	false	0.870750073	0.18792517	2.264455782	rolla	9.020408163	4	1794	1796	24	49	12	35	2		1		49	0	5	22312	21045	1869	1530	20
kotzebue-graf-benjowsky	ger000488	Kotzebue	Graf Benjowsky. oder: die Verschwörung auf Kamtschatka	Ein Schauspiel in fünf Aufzügen		1794	32	false	0.824090997	0.360887097	1.683467742	benjowsky	11.1875	3	1794	1795	29	32	2	30	0		1		34	0	5	24844	24195	2922	1834	20
kotzebue-maedchenfreundschaft	ger000486	Kotzebue	Mädchenfreundschaft. oder der türkische Gesandte	Ein Lustspiel in einem Akt	Comedy	1805	8	false	0.928571429	0.892857143	1.107142857	several characters	6.25	2	1805	1805	7	8	5	3	0		1		14	0	0	4412	4151	485	270	0
laube-die-karlsschueler	ger000453	Laube	Die Karlsschüler			1846	14	false	0.935697636	0.912087912	1.087912088	several characters	11.85714286	2	1846	1846	13	14	3	11	0		1	1846	29	0	5	43266	30823	4805	1483	54
laube-gottsched-und-gellert	ger000063	Laube	Gottsched und Gellert	Charakterlustspiel in fünf Akten	Comedy	1845	14	false	0.97985348	0.978021978	1.021978022	several characters	12.71428571	2	1845	1846	13	14	4	10	0		1	1845	33	0	5	41579	33086	6518	1522	4
laube-monaldeschi	ger000254	Laube	Monaldeschi	Tragödie in fünf Akten	Tragedy	1841	12	false	0.831764069	0.621212121	1.378787879	brahe	6.833333333	2	1841	1845	11	12	2	10	0		1		68	0	5	42112	27715	3460	723	1169
laube-struensee	ger000389	Laube	Struensee	Tragödie in fünf Akten	Tragedy	1844	8	false	1	1	1	several characters	7	1	1844	1846	7	8	2	6	0		1		44	0	5	31564	22516	4561	994	0
lautensack-die-pfarrhauskomoedie	ger000024	Lautensack	Die Pfarrhauskomödie	Carmen Sacerdotale / Drei Szenen	Comedy	1911	4	false	1	1	1	several characters	3	1	1920	1911	3	4	2	2	0		1		3	0	0	10949	10030	3865	617	0
lautensack-hahnenkampf	ger000432	Lautensack	Hahnenkampf	Eine Komödie in sechs Szenen	Comedy	1908	17	false	0.886034064	0.683823529	1.316176471	apotheker	10.94117647	2		1908	16	17	5	11	1		1		6	0	0	11588	11198	2837	465	14
lautensack-medusa	ger000263	Lautensack	Medusa	Aus den Papieren eines Mönches		1904	7	false	1	1	1	several characters	6	1		1904	6	7	4	3	0		1		1	0	0	5410	4828	1030	242	0
leisewitz-der-besuch-um-mitternacht	ger000447	Leisewitz	Der Besuch um Mitternacht			1774	3	false	1	1	1	der_fuerst|der_geist|der_kammerherr	2	1		1774	2	3	0	2	1		1		1	0	0	455	441	36	13	0
leisewitz-die-pfandung	ger000260	Leisewitz	Die Pfandung			1774	2	false	0	1	1	die_frau|der_mann	1	1		1774	1	2	1	1	0		1		1	0	0	408	394	23	18	0
leisewitz-julius-von-tarent	ger000050	Leisewitz	Julius von Tarent	Ein Trauerspiel	Tragedy	1776	16	false	0.560763889	0.25	2.066666667	julius	3.75	4	1776	1776	9	16	5	11	0		1		36	4	5	17213	16885	860	508	0
lenz-der-englaender	ger000423	Lenz	Der Engländer	Eine dramatische Phantasei		1776	11	false	0.90981241	0.636363636	1.363636364	robert	6.363636364	2		1776	10	11	2	9	0		1	1775/1776	6	1	5	6077	5847	932	155	14
lenz-der-hofmeister	ger000338	Lenz	Der Hofmeister oder Vorteile der Privaterziehung	Eine Komödie	Comedy	1774	24	false	0.76370227	0.224637681	1.96713615	geheimer_rat	5.166666667	4	1778	1774	14	24	9	15	0		2	1771/1772	35	2	5	25385	24798	1682	656	0
lenz-der-neue-menoza	ger000400	Lenz	Der neue Menoza oder Geschichte des cumbanischen Prinzen Tandi	Eine Komödie	Comedy	1774	23	false	0.738812878	0.335968379	1.920948617	graf	7.391304348	4	1963	1774	13	23	5	16	2		1	1773	36	1	5	18731	18143	1415	702	1
lenz-die-freunde-machen-den-philosophen	ger000155	Lenz	Die Freunde machen den Philosophen	Eine Komödie	Comedy	1775	17	false	0.894934641	0.463235294	1.536764706	strephon	7.411764706	2		1775	16	17	2	15	0		1	1775/1776	20	0	5	12483	12092	1503	341	8
lenz-die-soldaten	ger000374	Lenz	Die Soldaten	Ein Schauspiel		1776	37	false	0.788903925	0.294294294	1.907936508	mary	10.59459459	4	1863	1776	28	37	10	27	0		2	1774/1775	36	2	5	16135	15495	2549	557	16
lessing-der-freigeist	ger000379	Lessing	Der Freigeist	Ein Lustspiel in fünf Aufzügen	Comedy	1755	11	false	0.824458874	0.527272727	1.509090909	adrast|theophan	5.272727273	3		1755	9	11	4	7	0		1	1749	35	0	5	21716	21477	476	893	0
lessing-der-junge-gelehrte	ger000272	Lessing	Der junge Gelehrte	Ein Lustspiel in drei Aufzügen	Comedy	1748	6	false	1	1	1	several characters	5	1	1748	1754	5	6	2	4	0		1		42	2	3	26400	26134	570	1048	20
lessing-der-misogyn	ger000391	Lessing	Der Misogyn	Ein Lustspiel in drei Aufzügen	Comedy	1755	7	false	0.923809524	0.904761905	1.095238095	several characters	5.428571429	2		1755	6	7	3	4	0		1	1748	23	0	3	13189	13005	347	477	0
lessing-der-schatz	ger000249	Lessing	Der Schatz	Ein Lustspiel in einem Aufzuge	Comedy	1755	8	false	0.595833333	0.5	1.571428571	anselmo	3.5	3		1755	6	8	0	8	0		1	1750	18	0	0	12417	12288	274	612	0
lessing-die-alte-jungfer	ger000401	Lessing	Die alte Jungfer	Ein Lustspiel in drei Aufzügen	Comedy	1749	11	false	0.843290043	0.690909091	1.309090909	lisette|jungfer_ohldin	6.909090909	2		1749	10	11	3	8	0		1	1748	23	0	3	10260	10012	303	476	9
lessing-emilia-galotti	ger000088	Lessing	Emilia Galotti	Ein Trauerspiel in fünf Aufzügen	Tragedy	1772	13	false	0.517460317	0.371794872	1.782051282	marinelli	4.461538462	3	1772	1772	9	13	3	10	0		1		43	15	5	21136	20809	1332	835	0
lessing-minna-von-barnhelm	ger000357	Lessing	Minna von Barnhelm oder das Soldatenglück	Ein Lustspiel in fünf Aufzügen	Comedy	1767	13	false	0.757031857	0.423076923	1.602564103	von_tellheim	5.076923077	3	1767	1767	11	13	3	10	0		1		56	10	5	26429	25916	1665	1136	0
lessing-miss-sara-sampson	ger000087	Lessing	Miß Sara Sampson	Ein Trauerspiel in fünf Aufzügen	Tragedy	1755	11	false	0.694805195	0.436363636	1.745454545	mellefont	4.363636364	4	1755	1755	7	11	5	6	0		1		44	3	5	26705	26353	808	690	0
lessing-nathan-der-weise	ger000369	Lessing	Nathan der Weise	Ein dramatisches Gedicht in fünf Aufzügen		1779	14	false	0.738095238	0.318681319	1.857142857	saladin	4.142857143	3	1783	1779	10	14	3	11	0		1		41	21	5	30460	29908	935	0	4740
lessing-philotas	ger000194	Lessing	Philotas	Ein Trauerspiel	Tragedy	1759	4	false	0.583333333	0.666666667	1.333333333	philotas	2	2	1774	1759	3	4	0	4	0		1		8	0	0	7122	7057	85	195	0
lortzing-der-waffenschmied	ger000147	Lortzing	Der Waffenschmied	Komische Oper in drei Aufzügen		1846	12	true	0.894973545	0.833333333	1.166666667	several characters	9.166666667	2	1846		11	12	2	8	2		1		38	5	3	13441	12872	1294	453	1127
lortzing-der-wildschuetz	ger000269	Lortzing	Der Wildschütz oder Die Stimme der Natur	Komische Oper in drei Aufzügen		1842	16	true	0.854229798	0.5	1.575	graf|baculus|baron	7.5	3	1842		12	16	7	7	2		1		45	7	3	18356	17670	1938	559	1548
lortzing-zar-und-zimmermann	ger000094	Lortzing	Zar und Zimmermann	Komische Oper in drei Aufzügen		1837	20	true	0.852194472	0.410526316	1.684210526	van_bett|iwanow|zar	7.8	3	1837	1891	15	20	5	11	4		1		37	10	3	16328	15596	1890	441	1274
mosenthal-das-goldene-kreuz	ger000454	Mosenthal	Das goldene Kreuz	Oper in zwei Aufzügen		1875	10	true	0.916666667	0.866666667	1.133333333	several characters	7.8	2	1875		9	10	4	5	1		1		14	3	2	9422	8958	1156	199	831
mosenthal-die-koenigin-von-saba	ger000036	Mosenthal	Die Königin von Saba	Oper in vier Aufzügen		1875	14	true	0.913023088	0.758241758	1.252747253	several characters	9.857142857	3	1875		12	14	4	8	2		1		22	8	4	7308	6242	2440	0	831
mosenthal-die-lustigen-weiber-von-windsor	ger000334	Mosenthal	Die lustigen Weiber von Windsor	Komisch-phantastische Oper in drei Aufzügen		1849	22	true	0.882860692	0.385281385	1.727272727	falstaff	8.090909091	3	1849		18	22	3	12	7		1		43	15	3	12183	11475	2303	204	1088
muellner-der-neun-und-zwanzigste-februar	ger000506	Müllner	Der neun und zwanzigste Februar	Trauerspiel in einem Akt	Tragedy	1812	4	false	1	1	1	several characters	3	1	1812	1815	3	4	1	3	0		1		9	0	0	8611	6047	788	6	1012
muellner-die-schuld	ger000360	Müllner	Die Schuld	Trauerspiel in vier Akten	Tragedy	1813	8	false	0.728571429	0.571428571	1.428571429	elvire	4	2	1813	1816	7	8	2	6	0		1		28	1	4	16373	15877	2279	0	2833
muellner-koenig-yngurd	ger000261	Müllner	König Yngurd	Trauerspiel in fünf Akten	Tragedy	1817	37	false	0.810167864	0.273273273	1.864864865	alf	9.837837838	3	1817	1817	27	37	3	28	6		1		47	0	5	30473	28174	3682	0	3598
nestroy-das-haus-der-temperamente	ger000341	Nestroy	Das Haus der Temperamente	Posse mit Gesang in zwei Akten	Comedy	1837	43	false	0.691222213	0.182724252	2.401219512	schlankel	7.674418605	5	1837	1891	23	43	16	24	3		3	1837	605	2	2	28851	26657	6975	1587	145
nestroy-das-maedl-aus-der-vorstadt	ger000200	Nestroy	Das Mädl aus der Vorstadt oder Ehrlich währt am längsten	Posse in drei Aufzügen	Comedy	1841	15	false	0.808888889	0.542857143	1.60952381	schnoferl	7.6	3	1841	1845	12	15	7	6	2		1	1841	60	2	3	20948	20308	2566	1110	182
nestroy-der-boese-geist-lumpazivagabundus	ger000062	Nestroy	Der böse Geist Lumpazivagabundus oder Das liederliche Kleeblatt	Zauberposse mit Gesang in drei Aufzügen	Comedy	1833	51	false	0.823479623	0.164705882	2.082352941	zwirn	8.235294118	4	1833	1835	39	51	13	29	9		1	1833	44	4	3	14521	13922	2040	765	214
nestroy-der-talisman	ger000083	Nestroy	Der Talisman	Posse mit Gesang in drei Aufzügen	Comedy	1843	30	false	0.813991172	0.232183908	2.21182266	flora|titus	6.733333333	5	1843	1843	17	30	7	16	7		2	1840	71	2	3	20658	19954	2862	880	301
nestroy-der-unbedeutende	ger000117	Nestroy	Der Unbedeutende	Posse mit Gesang in drei Akten	Comedy	1846	36	false	0.82238114	0.447619048	1.687301587	peter	15.66666667	4	1846	1849	29	36	10	24	2		1		69	3	3	19278	18215	3589	992	196
nestroy-der-zerrissene	ger000366	Nestroy	Der Zerrissene	Posse mit Gesang in drei Aufzügen	Comedy	1844	21	false	0.848651745	0.380952381	1.761904762	kathi	7.619047619	3	1844	1845	16	21	2	18	1		1	1844	48	2	3	17229	16546	3169	866	120
nestroy-einen-jux-will-er-sich-machen	ger000206	Nestroy	Einen Jux will er sich machen	Posse mit Gesang in vier Aufzügen	Comedy	1842	22	false	0.788375615	0.41991342	1.61038961	christoph	8.818181818	3	1842	1844	19	22	7	14	1		1	1842	63	3	4	21843	20868	4255	1215	112
nestroy-eulenspiegel	ger000305	Nestroy	Eulenspiegel oder Schabernack über Schabernack	Posse mit Gesang in vier Akten	Comedy	1835	19	false	0.754819157	0.473684211	1.573099415	mehlwurm|nelkenstein	8.526315789	3	1835	1839	14	19	5	13	1		1		81	2	4	16541	15683	3133	896	181
nestroy-freiheit-in-kraehwinkel	ger000131	Nestroy	Freiheit in Krähwinkel	Posse mit Gesang in zwei Abteilungen und drei Aufzügen	Comedy	1848	34	false	0.751016442	0.306595365	1.816399287	ultra	10.11764706	3	1848	1849	22	34	12	15	7		1	1848	66	3	3	14346	13424	2310	760	201
nestroy-judith-und-holofernes	ger000441	Nestroy	Judith und Holofernes	Travestie in einem Akt		1849	26	false	0.765707583	0.246153846	2.476666667	jojakim	6.153846154	4	1849	1891	13	26	3	20	3		2	1849	24	2	0	6696	6376	1004	273	196
neuber-das-schaeferfest	ger000122	Neuber	Das Schäferfest oder Die Herbstfreude	Ein deutsches Lustspiel in Versen	Comedy	1754	17	false	1	0.558823529	1	several characters	8.941176471	1		1754	11	17	5	7	5		2		57	0	5	21168	20498	757	0	2435
neuber-die-beschuetzte-schauspielkunst	ger000226	Neuber	Die von der Weisheit wider die Unwissenheit beschützte Schauspielkunst			1736	10	false	0.575238095	0.355555556	1.777777778	schauspielkunst	3.2	3		1736	7	10	0	0	10		1		13	0	1	6684	4771	106	0	569
neuber-die-verehrung-der-vollkommenheit	ger000230	Neuber	Die Verehrung der Vollkommenheit durch die gebesserten deutschen Schauspiele			1737	7	false	0.885714286	0.714285714	1.285714286	trauerspiel|regel	4.285714286	2		1737	6	7	0	0	7		1		4	0	1	6419	4807	452	4	566
neuber-ein-deutsches-vorspiel	ger000321	Neuber	Ein Deutsches Vorspiel			1734	14	false	0.803858047	0.549450549	1.450549451	alethea	7.142857143	2		1734	13	14	7	5	2		1		8	0	0	5715	5101	256	0	576
platen-berengar	ger000500	Platen	Berengar	Comödie in einem Akt	Comedy	1824	6	false	1	1	1	several characters	5	1		1824	5	6	2	4	0		1	1824	3	0	0	3870	3771	153	51	414
platen-der-romantische-oedipus	ger000143	Platen	Der romantische Ödipus	Ein Lustspiel in 5 Akten	Comedy	1829	22	false	0.904050495	0.458874459	1.273972603	tiresias|jokaste|zelinde	9.636363636	2	1855	1829	16	22	6	13	3		2	1827/1828	5	0	5	15105	14744	372	0	1807
platen-die-verhaengnisvolle-gabel	ger000074	Platen	Die verhängnisvolle Gabel	Ein Lustspiel in 5 Akten	Comedy	1826	7	false	0.923809524	0.904761905	1.095238095	several characters	5.428571429	2		1826	6	7	2	5	0		1	1826	5	0	5	13762	13672	242	0	1481
raimund-das-maedchen-aus-der-feenwelt	ger000298	Raimund	Das Mädchen aus der Feenwelt oder Der Bauer als Millionär	Romantisches Original-Zaubermärchen mit Gesang in drei Aufzügen		1826	41	false	0.793738525	0.174390244	2.169230769	wurzel	6.975609756	4	1826	1837	23	41	4	23	14		2	1826	33	1	3	18742	16905	3895	578	213
raimund-der-alpenkoenig-und-der-menschenfeind	ger000308	Raimund	Der Alpenkönig und der Menschenfeind	Romantisch-komisches Original-Zauberspiel in zwei Aufzügen		1828	38	false	0.843048177	0.219061166	2.098150782	rappelkopf	8.105263158	4	1828	1828	27	38	10	15	13		1	1828	36	1	2	21450	20538	2860	855	521
raimund-der-barometermacher-auf-der-zauberinsel	ger000116	Raimund	Der Barometermacher auf der Zauberinsel	Zauberposse mit Gesang und Tanz in zwei Aufzügen als Parodie des Märchens: Prinz Tutu	Comedy	1823	26	false	0.824171735	0.196923077	2.064615385	quecksilber	4.923076923	4	1823	1837	19	26	7	12	7		1	1823	42	1	2	13852	13192	1939	533	262
raimund-der-diamant-des-geisterkoenigs	ger000076	Raimund	Der Diamant des Geisterkönigs	Zauberspiel in zwei Aufzügen		1824	38	false	0.793646543	0.180654339	2.209191759	eduard	6.684210526	3	1824	1837	21	38	11	16	11		2	1824	48	1	2	16370	15302	2865	581	268
raimund-der-verschwender	ger000241	Raimund	Der Verschwender	Original-Zaubermärchen in drei Aufzügen		1834	43	false	0.736848768	0.182724252	2.086378738	flottwell	7.674418605	5	1834	1837	31	43	6	29	8		1	1834	45	3	3	22937	21769	3464	883	421
raimund-die-gefesselte-phantasie	ger000416	Raimund	Die gefesselte Phantasie	Original-Zauberspiel in zwei Aufzügen		1828	24	false	0.858152995	0.43115942	1.717391304	vipria	9.916666667	4	1828	1837	19	24	3	15	6		1	1826	27	1	2	14521	14014	1619	615	327
raimund-die-unheilbringende-zauberkrone	ger000184	Raimund	Die unheilbringende Zauberkrone oder König ohne Reich. Held ohne Mut. Schönheit ohne Jugend	Tragisch-komisches Original-Zauberspiel in zwei Aufzügen	Tragicomedy	1829	54	false	0.828330683	0.118798043	2.724668064	simplizius	6.296296296	6	1829	1837	29	54	12	35	7		1	1829	38	1	2	22850	21548	3831	661	945
raimund-moisasurs-zauberfluch	ger000427	Raimund	Moisasurs Zauberfluch	Original-Zauberspiel in zwei Aufzügen		1827	29	false	0.766099857	0.194581281	2.280788177	alzinde	5.448275862	4	1827	1837	17	29	4	18	7		1	1827	22	1	2	16243	15357	2553	459	319
scheerbart-das-mirakel	ger000370	Scheerbart	Das Mirakel	Eine dramatische Szene		1904	2	false	0	1	1	sie|er	1	1		1904	1	2	1	1	0		1		1	0	0	3115	3039	80	168	0
scheerbart-der-fanatische-buergermeister	ger000424	Scheerbart	Der fanatische Bürgermeister	Kosmisches Drama in vier Akten		1904	8	false	0.896428571	0.857142857	1.142857143	several characters	6	2		1904	7	8	1	5	2		1		4	0	4	4266	3856	1066	139	0
scheerbart-der-herr-vom-jenseits	ger000181	Scheerbart	Der Herr vom Jenseits	Eine Gartenkomödie	Comedy	1904	3	false	1	1	1	christine|arabella|ko-bo-so	2	1		1904	2	3	2	1	0		1		1	0	0	3128	2911	377	136	0
scheerbart-der-regierungswechsel	ger000410	Scheerbart	Der Regierungswechsel	Ein politisches Drama		1897	3	false	1	1	1	susanne|zibolko|napoleon	2	1		1897	2	3	1	2	0		1		1	0	0	1879	1667	627	62	2
scheerbart-die-lustigen-raeuber	ger000421	Scheerbart	Die lustigen Räuber	Ein Schauspiel in fünf Akten		1904	10	false	1	1	1	several characters	9	1		1904	9	10	2	8	0		1		5	0	5	2465	2225	762	121	4
scheerbart-die-wurzeln-der-wohlhabenheit	ger000097	Scheerbart	Die Wurzeln der Wohlhabenheit	Ein schildbürgerliches Schauspiel in fünf Akten		1904	15	false	0.901098901	0.571428571	1.428571429	wiedewitt|von_moellerkuchen|kaeseberg	8	2		1904	14	15	0	14	1		1		5	0	5	2472	2203	913	84	5
scheerbart-herr-kammerdiener-kneetschke	ger000153	Scheerbart	Herr Kammerdiener Kneetschke	Eine Kammerdiener-Tragödie in fünf Aufzügen	Tragedy	1904	10	false	0.855555556	0.688888889	1.311111111	kathi|kneetschke	6.2	2		1904	9	10	4	6	0		1		5	0	5	3084	2664	942	180	0
scheerbart-lachende-gespenster	ger000138	Scheerbart	Lachende Gespenster	Ein Schauspiel zwischen schwarzen Wänden in einem Aufzuge		1904	6	false	1	1	1	several characters	5	1		1904	5	6	2	1	3		1		1	0	0	1942	1815	362	109	0
scheerbart-okurirasuna	ger000112	Scheerbart	Okurirasûna	Grosse Weltkomödie in fünf Akten	Comedy	1904	10	false	1	1	1	several characters	9	1		1904	9	10	3	7	0		1		5	0	5	6287	5712	1961	198	0
scheerbart-ruebezahl	ger000231	Scheerbart	Rübezahl	Schauspiel in fünf Aufzügen		1904	18	false	0.817431642	0.326797386	1.830065359	ruebezahl	5.555555556	3		1904	14	18	4	14	0		1		67	0	5	14877	13566	3882	603	0
schiller-die-braut-von-messina	ger000067	Schiller	Die Braut von Messina oder Die feindlichen Brüder	Ein Trauerspiel mit Chören	Tragedy	1803	18	false	0.863249559	0.339869281	1.705882353	chor	5.777777778	3	1803	1803	16	18	2	16	0		1	1802/1803	29	8	4	23899	19989	1411	0	2888
schiller-die-jungfrau-von-orleans	ger000227	Schiller	Die Jungfrau von Orleans	Eine romantische Tragödie	Tragedy	1801	47	false	0.756246434	0.155411656	2.41813136	johanna	7.14893617	5	1801	1801	28	47	6	40	1		1	1800/1801	63	17	5	28828	27778	3075	0	3756
schiller-die-piccolomini	ger000086	Schiller	Die Piccolomini	In fünf Aufzügen		1799	28	false	0.877620792	0.253968254	2.067375887	terzky	6.857142857	4	1799	1800	15	28	3	25	0		2	1796/1798	31	1	5	21350	20723	1754	1	2834
schiller-die-raeuber	ger000008	Schiller	Die Räuber	Ein Schauspiel		1781	26	false	0.848139427	0.516923077	1.483076923	grimm|schwarz	12.92307692	2	1782	1781	25	26	1	24	1		1	1779/1780	15	24	5	40879	39320	2280	1084	136
schiller-die-verschwoerung-des-fiesco-zu-genua	ger000451	Schiller	Die Verschwörung des Fiesco zu Genua	Ein republikanisches Trauerspiel	Tragedy	1782	36	false	0.767351006	0.211111111	1.958730159	fiesco	7.388888889	4	1782	1783	28	36	5	28	3		1		75	9	5	30241	28851	3982	1251	0
schiller-don-carlos-infant-von-spanien	ger000217	Schiller	Don Carlos. Infant von Spanien	Ein dramatisches Gedicht		1787	26	false	0.680998831	0.344615385	1.8	koenig_philipp	8.615384615	3	1787	1787	20	26	6	20	0		1	1782/1787	69	19	5	44148	42704	6091	0	6550
schiller-kabale-und-liebe	ger000096	Schiller	Kabale und Liebe	Ein bürgerliches Trauerspiel in fünf Aufzügen	Tragedy	1784	17	false	0.73977591	0.301470588	2.058823529	lady	4.823529412	4	1784	1784	9	17	4	12	1		1	1782/1783	37	22	5	31029	29173	4073	922	0
