id	issn	title	year	journal	author	type	primaryTopic	secondaryTopic	decade	period	century	pages	sentences	tokens	hasAbstract	isAbstractOf
105788	2607085	Observations on an Inedited Coin, Adorned with Two Punic Characters on the Reverse. In a Letter to Mathew Maty, M. D. Sec. R. S. from the Rev. John Swinton, B. D. F. R. S. Custos Archivorum of the University of Oxford, Member of the Academy Degli Apatisti at Florence, and of the Etruscan Academy of Cortona in Tuscany	1768	Philosophical Transactions (1683-1775)	John Swinton	fla	Headmatter	Experiment	1760	1750	1700	5	86	1510		
105795	2607085	Observations of the Transit of Venus Over the Sun, and the Eclipse of the Sun, on June 3, 1769; Made at the Royal Observatory. By the Rev. Nevil Maskelyne, B. D. F. R. S. and Astronomer Royal	1768	Philosophical Transactions (1683-1775)	Nevil Maskelyne	fla	Solar System	Optics	1760	1750	1700	11	68	3435		
105802	2607085	A Letter from the Honourable William Hamilton, His Majesty&apos;s Envoy Extraordinary at Naples, to Mathew Maty, M. D. Sec.R. S. Containing Some Farther Particulars on Mount Vesuvius, and Other Volcanos in the Neighbourhood	1769	Philosophical Transactions (1683-1775)	William Hamilton	fla	Geography	Observation	1760	1750	1700	5	38	1355		
105807	2607085	Experiments on the Lateral Force of Electrical Explosions. By Joseph Priestley, L L. D. F. R. S.	1769	Philosophical Transactions (1683-1775)	Joseph Priestley	fla	Electromagnetism	Observation	1760	1750	1700	6	40	1907		
105808	2607085	Various Experiments on the Force of Electrical Explosions. By Joseph Priestley, LL. D. F. R. S.	1769	Philosophical Transactions (1683-1775)	Joseph Priestley	fla	Electromagnetism	Observation	1760	1750	1700	8	53	2518		
105816	2607085	Observations on a Particular Manner of Increase in the Animalcula of Vegetable Infusions, with the Discovery of an Indissoluble Salt Arising from Hemp-Seed Put into Water Till It Becomes Putrid. By John Ellis, Esq; F. R. S.	1769	Philosophical Transactions (1683-1775)	John Ellis	fla	Observation	Chemistry I	1760	1750	1700	16	145	4832		
105847	2607085	An Account of Two Aurorae Boreales Observed at Oxford. In Two Letters to Mathew Maty, M. D. Sec. R. S. from the Rev. John Swinton, B. D. F. R. S. Custos Archivorum of the University of Oxford, Member of the Academy Degli Apatisti at Florence, and of the Etruscan Academy of Cortona in Tuscany	1769	Philosophical Transactions (1683-1775)	John Swinton	fla	Solar System	Headmatter	1760	1750	1700	7	60	1906		
105859	2607085	An Attempt to Elucidate Two Samnite Coins, Never before Fully Explained. In a Letter to Mathew Maty, M. D. Sec. R. S. from the Rev. John Swinton, B. D. F. R. S. Custos Archivorum of the University of Oxford, Member of the Academy Degli Apatisti at Florence, and of the Etruscan Academy of Cortona in Tuscany	1769	Philosophical Transactions (1683-1775)	John Swinton	fla	Headmatter	Experiment	1760	1750	1700	13	386	4229		
105870	2607085	An Account of a Journey to Mount Etna, in a Letter from the Honourable William Hamilton, His Majesty&apos;s Envoy Extraordinary at Naples, to Mathew Maty, M. D. Sec. R. S.	1770	Philosophical Transactions (1683-1775)	William Hamilton	fla	Geography	Observation	1770	1750	1700	19	119	6416		
105880	2607085	Some Observations upon an Inedited Greek Coin of Philistis, Queen of Syracuse, Malta, and Gozo, Who Has Been Passed Over in Silence by All the Ancient Writers. In a Letter to Mathew Maty, M. D. Sec. R. S. from the Rev. John Swinton, B. D. F. R. S. Custos Archivorum of the University of Oxford, Member of the Academy Degli Apatisti at Florence, and of the Etruscan Academy of Cortona in Tuscany	1770	Philosophical Transactions (1683-1775)	John Swinton	fla	Headmatter	Experiment	1770	1750	1700	15	367	5433		
105887	2607085	An Investigation of the Lateral Explosion, and of the Electricity Communicated to the Electrical Circuit, in a Discharge: By Joseph Priestley, LL. D. F. R. S.	1770	Philosophical Transactions (1683-1775)	Joseph Priestley	fla	Electromagnetism	Observation	1770	1750	1700	19	101	5918		
105888	2607085	Experiments and Observations on Charcoal: By Joseph Priestley, LL. D. F. R. S.	1770	Philosophical Transactions (1683-1775)	Joseph Priestley	fla	Chemistry I	Electromagnetism	1770	1750	1700	17	132	5083		
105916	2607085	A Copy of a Letter from John Ellis, Esq; F. R. S. to Dr. Linnaeus, F. R. S.\c. With the Figure and Characters of That Elegant American Evergreentree, Called by the Gardiners the Loblolly-Bay, Taken from Blossoms Blown Near London, and Shewing That It is not an Hibiscus, as Mr. Miller Calls It; Nor an Hypericum, as Dr. Linnaeus Supposes It; But an Intire New Genus, to Which Mr. Ellis Gives the Name of Gordonia	1770	Philosophical Transactions (1683-1775)	John Ellis	fla	Botany	Reproduction	1770	1750	1700	8	54	1481		
105917	2607085	The Copy of a Letter from John Ellis, Esq; F.R.S. to Mr. William Aiton, Botanic Gardener to Her Royal Highness the Princess Dowager of Wales, at Kew, on a New Species of Illicium Linnaei, or Starry Aniseed Tree, Lately Discovered in West Florida	1770	Philosophical Transactions (1683-1775)	John Ellis	fla	Observation	Botany	1770	1750	1700	9	78	2243		
105918	2607085	An Account of a Very Remarkable Meteor Seen at Oxford. In a Letter to Mathew Maty, M. D. Sec. R. S. from the Rev. John Swinton, B. D. F. R. S. Custos Archivorum of the University of Oxford, Member of the Academy Degli Apatisti at Florence, and of the Etruscan Academy of Cortona in Tuscany	1770	Philosophical Transactions (1683-1775)	John Swinton	fla	Solar System	Headmatter	1770	1750	1700	4	31	1127		
105936	2607085	Experiments on Rathbone-Place Water: By the Hon. Henry Cavendish, F. R. S.	1767	Philosophical Transactions (1683-1775)	Henry Cavendish	fla	Chemistry I	Thermodynamics	1760	1750	1700	17	143	4998		
105945	2607085	Two Letters from the Hon. William Hamilton, His Majesty&apos;s Envoy Extraordinary at Naples, to the Earl of Morton, President of the Royal Society, Containing an Account of the Last Eruption of Mount Vesuvius	1767	Philosophical Transactions (1683-1775)	William Hamilton	fla	Geography	Observation	1760	1750	1700	9	59	2692		
105954	2607085	An Attempt to Interpret the Legend and Inscription of a Very Curious Phoenician Medal, Never Hitherto Explained. In a Letter to the Right Honourable the Earl of Morton, President of the Royal Society, from the Rev. John Swinton, B. D. F. R. S. Member of the Academy Degli Apatisti at Florence, and of the Etruscan Academy of Cortona in Tuscany	1767	Philosophical Transactions (1683-1775)	John Swinton	fla	Headmatter	Observation	1760	1750	1700	15	345	4815		
105967	2607085	An Account of the Actinia Sociata, or Clustered Animal-Flower, Lately Found on the Sea-Coasts of the New-Ceded Islands: In a Letter from John Ellis, Esquire, F. R. S. to the Right Honourable the Earl of Hillsborough, F. R. S.	1767	Philosophical Transactions (1683-1775)	John Ellis	fla	Observation	Reproduction	1760	1750	1700	12	87	2799		
106008	2607085	An Account of Certain Receptacles of Air, in Birds, Which Communicate with the Lungs, and are Lodged Both among the Fleshy Parts and in the Hollow Bones of Those Animals. By John Hunter, F. R. S.	1774	Philosophical Transactions (1683-1775)	John Hunter	fla	Physiology II	Paleontology	1770	1750	1700	9	53	2774		
106011	2607085	Observations on the Gillaroe Trout, Commonly Called in Ireland the Gizzard Trout, by John Hunter, F. R. S.	1774	Philosophical Transactions (1683-1775)	John Hunter	fla	Physiology II	Observation	1770	1750	1700	8	50	2119		
106012	2607085	Explication of a Most Remarkable Monogram on the Reverse of a Very Antient Quinarius, Never before Published or Explained. In a Letter to M. Maty, M. D. Sec. R. S. from the Rev. John Swinton, B. D. F. R. S. Custos Archivorum of the University of Oxford, Member of the Academy Degli Apatisti at Florence, and of the Etruscan Academy of Cortona in Tuscany	1774	Philosophical Transactions (1683-1775)	John Swinton	fla	Headmatter	Experiment	1770	1750	1700	11	257	3075		
106039	2607085	An Account of a Subaerated Denarius of the Plaetorian Family, Adorned with an Etruscan Inscription on the Reverse, Never before Published or Explained. In a Letter to Mathew Maty, M. D. Sec. R. S. from the Rev. John Swinton, B. D. F. R. S. Custos Archivorum of the University of Oxford, Member of the Academy Degli Apatisti at Florence, and of the Etruscan Academy of Cortona in Tuscany	1772	Philosophical Transactions (1683-1775)	John Swinton	fla	Headmatter	Experiment	1770	1750	1700	10	183	2826		
106046	2607085	Remarks on the Hadley&apos;s Quadrant, Tending Principally to Remove the Difficulties Which Have Hitherto Attended the Use of the Back-Observation, and to Obviate the Errors That Might Arise from a Want of Parallelism in the Two Surfaces of the Index-Glass. By Nevil Maskelyne, F. R. S. Astronomer Royal	1772	Philosophical Transactions (1683-1775)	Nevil Maskelyne	fla	Solar System	Optics	1770	1750	1700	24	117	7542		
106062	2607085	On the Digestion of the Stomach after Death, by John Hunter, F. R. S. and Surgeon to St. George&apos;s Hospital	1772	Philosophical Transactions (1683-1775)	John Hunter	fla	Physiology I	Experiment	1770	1750	1700	8	42	2263		
106070	2607085	Remarks upon the Nature of the Soil of Naples, and Its Neighbourhood; I`n a Letter from the Honourable William Hamilton, His Majesty&apos;s Envoy Extraordinary at Naples, to Mathew Maty, M. D. Sec. R. S.	1771	Philosophical Transactions (1683-1775)	William Hamilton	fla	Geography	Observation	1770	1750	1700	51	401	14681		
106079	2607085	Explication of an Inedited Coin, with Two Legends, in Different Languages, on the Reverse. In a Letter to Mathew Maty, M. D. Sec. R. S. from the Rev. John Swinton, B. D. F. R. S. Custos Archivorum of the University of Oxford, Member of the Academy Degli Apatisti at Florence, and of the Etruscan Academy of Cortona	1771	Philosophical Transactions (1683-1775)	John Swinton	fla	Headmatter	Experiment	1770	1750	1700	4	60	1366		
106080	2607085	Remarks upon Two Etruscan Weights, or Coins, Never before Published. In a Letter to Mathew Maty, M. D. Sec. R. S. from the Rev. John Swinton, B. D. F. R. S. Custos Archivorum of the University of Oxford, Member of the Academy Degli Apatisti at Florence, and of the Etruscan Academy of Cortona in Tuscany	1771	Philosophical Transactions (1683-1775)	John Swinton	fla	Headmatter	Observation	1770	1750	1700	9	244	3059		
106081	2607085	Interpretation of Two Punic Inscriptions, on the Reverses of Two Siculo-Punic Coins, Published by the Prince di Torremuzza, and Never Hitherto Explained. In a Letter to M. Maty, M. D. Sec. R. S. from the Rev. John Swinton, B. D. F. R. S. Custos Archivorum of the University of Oxford, Member of the Academy Degli Apatisti at Florence, and of the Etruscan Academy of Cortona in Tuscany	1771	Philosophical Transactions (1683-1775)	John Swinton	fla	Headmatter	Experiment	1770	1750	1700	14	395	4545		
106110	2607085	Observations upon Five Antient Persian Coins, Struck in Palestine, or Phaenicia, before the Dissolution of the Persian Empire. In a Letter to Mathew Maty, M. D. Sec. R. S. from the Rev. John Swinton, B. D. F. R. S. Custos Archivorum of the University of Oxford, Member of the Academy Degli Apatisti at Florence, and of the Etruscan Academy of Cortona in Tuscany	1771	Philosophical Transactions (1683-1775)	John Swinton	fla	Headmatter	Experiment	1770	1750	1700	15	325	5410		
106119	2607085	Description of a Method of Measuring Differences of Right Ascension and Declination, with Dollond&apos;s Micrometer, together with Other New Applications of the Same: By the Rev. Nevil Maskelyne, B. D. F. R. S. Astronomer Royal	1771	Philosophical Transactions (1683-1775)	Nevil Maskelyne	fla	Solar System	Experiment	1770	1750	1700	12	75	3248		
106125	2607085	An Attempt to Explain Some of the Principal Phaenomena of Electricity, by means of an Elastic Fluid: By the Honourable Henry Cavendish, F. R. S.	1771	Philosophical Transactions (1683-1775)	Henry Cavendish	fla	Mechanics	Electromagnetism	1770	1750	1700	94	444	27595		
106132	2607085	Farther Remarks upon a Denarius of the Veturian Family, with an Etruscan Inscription on the Reverse, Formerly Considered. In a Letter to Mathew Maty, M. D. Sec. R. S. from the Reverend John Swinton, B. D. F. R. S. Custos Archivorum of the University of Oxford, Member of the Academy Degli Apatisti at Florence, and of the Etruscan Academy of Cortona in Tuscany	1773	Philosophical Transactions (1683-1775)	John Swinton	fla	Headmatter	Experiment	1770	1750	1700	9	182	2475		
106162	2607085	Account of the Effects of a Thunder-Storm, on the 15th of March 1773, upon the House of Lord Tylney at Naples. In a Letter from the Honourable Sir William Hamilton, Knight of the Bath, His Majesty&apos;s Envoy Extraordinary at the Court of Naples, and F. R. S. to Mathew Maty, M. D. Sec. R. S.	1773	Philosophical Transactions (1683-1775)	William Hamilton	fla	Geography	Electromagnetism	1770	1750	1700	11	70	2668		
106168	2607085	Anatomical Observations on the Torpedo. By John Hunter, F. R. S.	1773	Philosophical Transactions (1683-1775)	John Hunter	fla	Physiology II	Electromagnetism	1770	1750	1700	13	92	2308		
106209	2607085	An Account of Further Discoveries in Air. By the Rev. Joseph Priestley, LL.D. F. R. S. in Letters to Sir John Pringle, Bart. P. R. S. and the Rev. Dr. Price, F. R. S.	1775	Philosophical Transactions (1683-1775)	Joseph Priestley	fla	Chemistry I	Experiment	1770	1750	1700	11	81	3187		
106210	2607085	An Account of the Gymnotus Electricus. By John Hunter, F. R. S.	1775	Philosophical Transactions (1683-1775)	John Hunter	fla	Physiology II	Paleontology	1770	1750	1700	21	213	4098		
106214	2607085	Experiments on Animals and Vegetables, with Respect to the Power of Producing Heat. By John Hunter, F. R. S.	1775	Philosophical Transactions (1683-1775)	John Hunter	fla	Thermodynamics	Physiology I	1770	1750	1700	13	115	3716		
106219	2607085	A Proposal for Measuring the Attraction of Some Hill in This Kingdom by Astronomical Observations. By the Rev. Nevil Maskelyne, B. D. F. R. S. and Astronomer Royal	1775	Philosophical Transactions (1683-1775)	Nevil Maskelyne	fla	Solar System	Mechanics	1770	1750	1700	5	25	1289		
106220	2607085	An Account of Observations Made on the Mountain Schehallien for Finding Its Attraction. By the Rev. Nevil Maskelyne, B. D. F. R. S. and Astronomer Royal	1775	Philosophical Transactions (1683-1775)	Nevil Maskelyne	fla	Solar System	Meteorology	1770	1750	1700	43	576	12694		
106245	2610523	New Electrical Experiments and Observations; With an Improvement of Mr. Canton&apos;s Electrometer. By Mr. Tiberius Cavallo, in a Letter to Mr. Henly, F. R. S.	1777	Philosophical Transactions of the Royal Society of London	Tiberius Cavallo	fla	Electromagnetism	Observation	1770	1750	1700	13	74	3021		
106265	2610523	On the Nature of the Gorgonia; That It is a Real Marine Animal, and Not of a Mixed Nature, between Animal and Vegetable. By John Ellis, Esq. F. R. S. in a Letter to Daniel Solander, M. D. F. R. S.	1776	Philosophical Transactions of the Royal Society of London	John Ellis	fla	Reproduction	Observation	1770	1750	1700	23	166	5540		
106276	2610523	An Account of Some Attempts to Imitate the Effects of the Torpedo by Electricity. By the Hon. Henry Cavendish, F. R. S.	1776	Philosophical Transactions of the Royal Society of London	Henry Cavendish	fla	Electromagnetism	Observation	1770	1750	1700	32	184	9613		
106277	2610523	Observations on Respiration, and the Use of the Blood. By Joseph Priestley, LL. D. F. R. S.	1776	Philosophical Transactions of the Royal Society of London	Joseph Priestley	fla	Chemistry I	Physiology I	1770	1750	1700	23	170	7186		
106285	2610523	An Account of the Meteorological Instruments Used at the Royal Society&apos;s House. By the Hon. Henry Cavendish, F. R. S.	1776	Philosophical Transactions of the Royal Society of London	Henry Cavendish	fla	Thermodynamics	Solar System	1770	1750	1700	30	189	8635		
106288	2610523	Proposals for the Recovery of People Apparently Drowned. By John Hunter, Esq. F. R. S.	1776	Philosophical Transactions of the Royal Society of London	John Hunter	fla	Physiology I	Experiment	1770	1750	1700	14	98	4349		
106311	2610523	A Letter from Sir William Hamilton, K. B. F. R. S. to Sir John Pringle, Bart. P. R. S. Giving an Account of Certain Traces of Volcanos on the Banks of the Rhine	1778	Philosophical Transactions of the Royal Society of London	William Hamilton	fla	Geography	Observation	1770	1750	1700	6	34	1361		
106312	2610523	Of the Heat,\c. of Animals and Vegetables. By Mr. John Hunter, F. R. S.	1778	Philosophical Transactions of the Royal Society of London	John Hunter	fla	Thermodynamics	Physiology I	1770	1750	1700	43	353	11501		
106366	2610523	An Account of Some New Experiments in Electricity, with the Description and Use of Two New Electrical Instruments. By Mr. Tiberius Cavallo, F. R. S. Communicated by the President	1780	Philosophical Transactions of the Royal Society of London	Tiberius Cavallo	fla	Electromagnetism	Observation	1780	1750	1700	16	93	3560		
106368	2610523	An Account of an Eruption of Mount Vesuvius, Which Happened in August, 1779. In a Letter from Sir William Hamilton, K. B. F. R. S. to Joseph Banks, Esq. P. R. S.	1780	Philosophical Transactions of the Royal Society of London	William Hamilton	fla	Geography	Observation	1780	1750	1700	44	239	11738		
106372	2610523	Account of a Woman Who Had the Small Pox during Pregnancy, and Who Seemed to Have Communicated the Same Disease to the Foetus. By John Hunter, Esq. F. R. S.	1780	Philosophical Transactions of the Royal Society of London	John Hunter	fla	Physiology I	Experiment	1780	1750	1700	15	111	3685		
106394	2610523	Account of an Extraordinary Pheasant. By Mr. John Hunter, F. R. S.	1780	Philosophical Transactions of the Royal Society of London	John Hunter	fla	Observation	Experiment	1780	1750	1700	9	60	2200		
106398	2610523	Thermometrical Experiments And Observations. By Tiberius Cavallo, F. R. S. Who Was Nominated by the President and Council to Prosecute Discoveries in Natural History, Pursuant to the Will of the Late Henry Baker, Esq. F. R. S.	1780	Philosophical Transactions of the Royal Society of London	Tiberius Cavallo	fla	Thermodynamics	Optics	1780	1750	1700	15	64	3327		
106420	2610523	Account of the Free Martin. By Mr. John Hunter, F. R. S.	1779	Philosophical Transactions of the Royal Society of London	John Hunter	fla	Observation	Physiology II	1770	1750	1700	15	114	3704		
106467	2610523	Account of the Organ of Hearing in Fish. By John Hunter, Esq. F. R. S.	1782	Philosophical Transactions of the Royal Society of London	John Hunter	fla	Physiology II	Observation	1780	1750	1700	5	45	1730		
106486	2610523	An Account of the Earthquakes Which Happened in Italy, from February to May 1783. By Sir William Hamilton, Knight of the Bath, F. R. S.; in a Letter to Sir Joseph Banks, Bart. P. R. S.	1783	Philosophical Transactions of the Royal Society of London	William Hamilton	fla	Geography	Observation	1780	1750	1700	40	295	14981		
106492	2610523	On the Proper Motion of the Sun and Solar System; With an Account of Several Changes That Have Happened among the Fixed Stars since the Time of Mr. Flamstead. By William Herschel, Esq. F. R. S.	1783	Philosophical Transactions of the Royal Society of London	William Herschel	fla	Solar System	Galaxy	1780	1750	1700	43	908	13496		
106496	2610523	Observations on Mr. Hutchins&apos;s Experiments for Determining the Degree of Cold at Which Quicksilver Freezes. By Henry Cavendish, Esq. F. R. S.	1783	Philosophical Transactions of the Royal Society of London	Henry Cavendish	fla	Thermodynamics	Observation	1780	1750	1700	26	152	9107		
106499	2610523	Description of an Improved Air-Pump, and the Account of Some Experiments Made with It. By Mr. Tiberius Cavallo, F. R. S.	1783	Philosophical Transactions of the Royal Society of London	Tiberius Cavallo	fla	Thermodynamics	Electromagnetism	1780	1750	1700	25	172	6688		
106518	2610523	Astronomical Observations on the Rotation of the Planets Round Their Axes, Made with a View to Determine Whether the Earth&apos;s Diurnal Motion is Perfectly Equable. In a Letter from Mr. William Herschel of Bath to William Watson, M. D. F. R. S.	1781	Philosophical Transactions of the Royal Society of London	William Herschel	fla	Solar System	Experiment	1780	1750	1700	28	315	7356		
106544	2610523	An Account of Some Thermometrical Experiments; Containing, I. Experiments Relating to the Cold Produced by the Evaporation of Various Fluids, with a Method of Purifying Ether. II. Experiments Relating to the Expansion of Mercury. III. Description of a Thermometrical Barometer. By Tiberius Cavallo, F. R. S. Who Was Nominated by the President and Council to Prosecute Discoveries in Natural History, Pursuant to the Will of the Late Henry Baker, Esq. F. R. S.	1781	Philosophical Transactions of the Royal Society of London	Tiberius Cavallo	fla	Thermodynamics	Observation	1780	1750	1700	17	110	5209		
106582	2610523	Experiments on Air. By Henry Cavendish, Esq. F. R. S.\ S. A.	1784	Philosophical Transactions of the Royal Society of London	Henry Cavendish	fla	Chemistry I	Thermodynamics	1780	1750	1700	35	214	12214		
106584	2610523	Answer to Mr. Kirwan&apos;s Remarks upon the Experiments on Air. By Henry Cavendish, Esq. F. R. S. and S. A.	1784	Philosophical Transactions of the Royal Society of London	Henry Cavendish	fla	Chemistry I	Thermodynamics	1780	1750	1700	8	49	2550		
106588	2610523	On the Remarkable Appearances at the Polar Regions of the Planet Mars, the Inclination of Its Axis, the Position of Its Poles, and Its Spheroidical Figure; With a Few Hints Relating to Its Real Diameter and Atmosphere. By William Herschel, Esq. F. R. S.	1784	Philosophical Transactions of the Royal Society of London	William Herschel	fla	Solar System	Galaxy	1780	1750	1700	49	659	14175		
106602	2610523	Account of Some Observations Tending to Investigate the Construction of the Heavens. By William Herschel, Esq. F. R. S.	1784	Philosophical Transactions of the Royal Society of London	William Herschel	fla	Solar System	Galaxy	1780	1750	1700	19	122	5426		
106615	2610523	Magnetical Experiments and Observations. By Mr. Tiberius Cavallo, F. R. S.	1786	Philosophical Transactions of the Royal Society of London	Tiberius Cavallo	fla	Electromagnetism	Chemistry I	1780	1750	1700	19	131	5659		
106630	2610523	Some Particulars of the Present State of Mount Vesuvius; With the Account of a Journey into the Province of Abruzzo, and a Voyage to the Island of Ponza. In a Letter from Sir William Hamilton, K. B. F. R. S. and A. S. to Sir Joseph Banks, Bart. P. R. S.	1786	Philosophical Transactions of the Royal Society of London	William Hamilton	fla	Geography	Observation	1780	1750	1700	23	146	5988		
106636	2610523	Advertisement of the Expected Return of the Comet of 1532 and 1661 in the Year 1788. By the Rev. Nevil Maskelyne, D. D. F. R. S. and Astronomer Royal	1786	Philosophical Transactions of the Royal Society of London	Nevil Maskelyne	fla	Solar System	Experiment	1780	1750	1700	6	45	1872		
106643	2610523	Of the Methods of Manifesting the Presence, and Ascertaining the Quality, of Small Quantities of Natural or Artificial Electricity. By Mr. Tiberius Cavallo, F. R. S.	1788	Philosophical Transactions of the Royal Society of London	Tiberius Cavallo	fla	Electromagnetism	Experiment	1780	1750	1700	23	122	7478		
106653	2610523	Experiments and Observations Relating to the Principle of Acidity, the Composition of Water, and Phlogiston. By Joseph Priestley, LL. D. F. R. S.	1788	Philosophical Transactions of the Royal Society of London	Joseph Priestley	fla	Chemistry I	Thermodynamics	1780	1750	1700	11	78	3816		
106658	2610523	Of the Temperament of Those Musical Instruments, in Which the Tones, Keys, or Frets, are Fixed, as in the Harpsichord, Organ, Guitar,\c. By Mr. Tiberius Cavallo, F. R. S.	1788	Philosophical Transactions of the Royal Society of London	Tiberius Cavallo	fla	Mechanics	Mathematics	1780	1750	1700	17	133	5762		
106659	2610523	Description of a New Electrical Instrument Capable of Collecting Together a Diffused or Little Condensed Quantity of Electricity. By Mr. Tiberius Cavallo, F. R. S.	1788	Philosophical Transactions of the Royal Society of London	Tiberius Cavallo	fla	Electromagnetism	Observation	1780	1750	1700	6	51	2029		
106660	2610523	On the Conversion of a Mixture of Dephlogisticated and Phlogisticated Air into Nitrous Acid, by the Electric Spark. By Henry Cavendish, Esq. F. R. S. and A. S.	1788	Philosophical Transactions of the Royal Society of London	Henry Cavendish	fla	Chemistry I	Thermodynamics	1780	1750	1700	23	150	5545		
106677	2610523	Objections to the Experiments and Observations Relating to the Principle of Acidity, the Composition of Water, and Phlogiston, Considered; With Farther Experiments and Observations on the Same Subject. By the Rev. Joseph Priestley, LL.D. F. R. S.	1789	Philosophical Transactions of the Royal Society of London	Joseph Priestley	fla	Chemistry I	Thermodynamics	1780	1750	1700	14	108	4948		
106686	2610523	Experiments on the Phlogistication of Spirit of Nitre. By the Rev. Joseph Priestley, LL.D. F. R. S.	1789	Philosophical Transactions of the Royal Society of London	Joseph Priestley	fla	Chemistry I	Thermodynamics	1780	1750	1700	12	77	4030		
106695	2610523	Catalogue of a Second Thousand of New Nebulae and Clusters of Stars; With a Few Introductory Remarks on the Construction of the Heavens. By William Herschel, L L. D. F. R. S.	1789	Philosophical Transactions of the Royal Society of London	William Herschel	fla	Galaxy	Experiment	1780	1750	1700	15	167	5354		
106696	2610523	An Attempt to Explain a Difficulty in the Theory of Vision, Depending on the Different Refrangibility of Light. By the Rev. Nevil Maskelyne, D. D. F. R. S. and Astronomer Royal	1789	Philosophical Transactions of the Royal Society of London	Nevil Maskelyne	fla	Optics	Solar System	1780	1750	1700	9	44	2872		
106698	2610523	Experiments on the Transmission of the Vapour of Acids through an Hot Earthen Tube, and Further Observations Relating to Phlogiston. By the Rev. Joseph Priestley, L L. D. F. R. S.	1789	Philosophical Transactions of the Royal Society of London	Joseph Priestley	fla	Chemistry I	Thermodynamics	1780	1750	1700	11	104	3927		
106704	2610523	Magnetical Experiments and Observations. By Mr. Tiberius Cavallo, F. R. S.	1787	Philosophical Transactions of the Royal Society of London	Tiberius Cavallo	fla	Electromagnetism	Chemistry I	1780	1750	1700	20	129	6715		
106719	2610523	Concerning the Latitude and Longitude of the Royal Observatory at Greenwich; With Remarks on a Memorial of the Late M. Cassini de Thury. By the Rev. Nevil Maskelyne, D. D. F. R. S. and Astronomer Royal	1787	Philosophical Transactions of the Royal Society of London	Nevil Maskelyne	fla	Solar System	French	1780	1750	1700	37	341	12505		
106722	2610523	An Experiment to Determine the Effect of Extirpating One Ovarium upon the Number of Young Produced. By John Hunter, Esq. F. R. S.	1787	Philosophical Transactions of the Royal Society of London	John Hunter	fla	Physiology I	Experiment	1780	1750	1700	7	51	1837		
106755	2610523	On the Construction of the Heavens. By William Herschel, Esq. F. R. S.	1785	Philosophical Transactions of the Royal Society of London	William Herschel	fla	Galaxy	Experiment	1780	1750	1700	33	288	11882		
106758	2610523	Experiments and Observations Relating to Air and Water. By the Rev. Joseph Priestley, LL.D. F.R.S.	1785	Philosophical Transactions of the Royal Society of London	Joseph Priestley	fla	Chemistry I	Thermodynamics	1780	1750	1700	31	218	10944		
106766	2610523	Experiments on Air. By Henry Cavendish, Esq. F.R.S. and A.S.	1785	Philosophical Transactions of the Royal Society of London	Henry Cavendish	fla	Chemistry I	Thermodynamics	1780	1750	1700	15	86	4458		
106773	2610523	On the Ring of Saturn, and the Rotation of the Fifth Satellite upon Its Axis. By William Herschel, LL. D. F. R. S.	1792	Philosophical Transactions of the Royal Society of London	William Herschel	fla	Solar System	Formulae	1790	1750	1700	22	175	6269		
106795	2610523	On the Civil Year of the Hindoos, and Its Divisions; With an Account of Three Hindoo Almanacs Belonging to Charles Wilkins, Esq. By Henry Cavendish, Esq.	1792	Philosophical Transactions of the Royal Society of London	Henry Cavendish	fla	Solar System	Weather	1790	1750	1700	17	117	6062		
106818	2610523	Observations on the Planet Venus. By William Herschel, LL. D. F. R. S.	1793	Philosophical Transactions of the Royal Society of London	William Herschel	fla	Solar System	Formulae	1790	1750	1700	20	296	5707		
106823	2610523	Account of the Discovery of a Sixth and Seventh Satellite of the Planet Saturn; With Remarks on the Construction of Its Ring, Its Atmosphere, Its Rotation on an Axis, and Its Spheroidical Figure. By William Herschel, LL.D. F. R. S.	1790	Philosophical Transactions of the Royal Society of London	William Herschel	fla	Solar System	Experiment	1790	1750	1700	23	202	6792		
106832	2610523	On the Height of the Luminous Arch Which Was Seen on Feb. 23, 1784. By Henry Cavendish, Esq. F. R. S. and A. S.	1790	Philosophical Transactions of the Royal Society of London	Henry Cavendish	fla	Solar System	Geography	1790	1750	1700	5	35	1482		
106833	2610523	Observations on Respiration. By the Rev. Joseph Priestley, LL.D. F. R. S.	1790	Philosophical Transactions of the Royal Society of London	Joseph Priestley	fla	Chemistry I	Thermodynamics	1790	1750	1700	5	33	1558		
106857	2610523	On Nebulous Stars, Properly So Called. By William Herschel, LL.D. F. R. S.	1791	Philosophical Transactions of the Royal Society of London	William Herschel	fla	Galaxy	Experiment	1790	1750	1700	18	289	6263		
106859	2610523	Observations on Certain Horny Excrescences of the Human Body. By Everard Home, Esq. F. R. S.	1791	Philosophical Transactions of the Royal Society of London	Everard Home	fla	Physiology I	Observation	1790	1750	1700	11	93	3779		
106868	2610523	Farther Experiments Relating to the Decomposition of Dephlogisticated and Inflammable Air. By Joseph Priestley, LL.D. F. R. S.	1791	Philosophical Transactions of the Royal Society of London	Joseph Priestley	fla	Chemistry I	Thermodynamics	1790	1750	1700	10	64	3241		
106874	2610523	Description of a Simple Micrometer for Measuring Small Angles with the Telescope. By Mr. Tiberius Cavallo, F. R. S.	1791	Philosophical Transactions of the Royal Society of London	Tiberius Cavallo	fla	Solar System	Optics	1790	1750	1700	13	100	3735		
